Full Name,Pos,Team,ETA,Rank,FV,Risk,Age,HIT,BAT,PWR,SPD,Report
Dylan Smith,SIRP,DET,2025,,35+,Low,24.8,,,,,"Smith was a pitchability righty who broke out during his draft year at Alabama. He has missed a large portion of the past two seasons with forearm and shoulder issues, but his stuff has been pretty good when he's been healthy. Last year that meant Smith was sitting 92-94 mph with plus vertical movement, while also generating miss rates north of 40% with both of his breaking balls. He has not been able to consistently work with great command — it varies pretty substantially outing to outing — but at this point, it's likely Smith will just be deployed in relief and that should matter a little less. He pitched in one Grapefruit League game prior to list publication and was again in the 92-94 range with a plus slider and a good splitter, which he seldom used in 2024. He's right there with Wilmer Flores as an oft-injured prospect whose stuff was good enough at peak to continue caring about him for at least one more year."
Brett Bateman,CF,CHC,2026,,35+,Med,23,55,60,30,60,"Little Bateman posted a .319/.406/.373 career line at Minnesota and has continued to post great OBPs so far in pro ball. The diminutive outfielder has a patient approach that prioritizes opposite field contact. He just barely runs well enough to play center field, and plays it with the sort of infectious, wreckless abandon that fires up his teammates. Bateman is smaller than a typical big leaguer; Guardians outfielder Will Brennan (who got stronger in pro ball, but still isn't especially powerful or big) is a fair comp for what to hope Bateman can grow into. Especially if opposing pitchers attack him fearlessly due to his lack of power, his OBP skills will probably dip a bit as he climbs. Bateman has enough in the way of skills to have some prospect value, but he's probably a low-impact bench outfielder if he makes it."
Jose Alpuria,CF,ARI,2028,,35+,High,20.1,40,40,45,70,"The D-backs signed Alpuria for $100,000 out of Venezuela, and he was among the more exciting Snakes prospects to come to the U.S. from the D.R. at the end of 2023. Alpuria spent 2024 on the complex, where he struck out in 25.5% of his 165 plate appearances while showcasing his plus-plus speed by swiping 16 bags in 18 attempts. He's an athletic dev project with plus bat speed that comes at the expense of body control due to the high-effort nature of his hacks. Many of Alpuria's best swings come with two strikes, when he quiets everything down, rather than earlier in counts, when his tends to get overly aggressive with his passes. Alpuria’s willingness to chase out of the zone has also contributed to his lack of contact and his groundball tendency. His peak exit velocities are very impressive, but he only had five extra base hits last season. Defensively, Alpuria continues to get time at all three outfield spots. His speed is conducive to being able to handle all three positions, but his routes aren’t always efficient. He has made some plus plays in the corners and we're projecting him in center field, where he projects as a toolsy part-timer."
Yulian Barreto,SS,SFG,2031,,35+,High,17.5,40,40,30,50,"A very small, defense-oriented shortstop, Barreto is a skilled, smaller player with good defensive hands and actions. His offensive upside is limited by a lack of size and power projection. He signed for just over $1 million at the start of the 2025 international period."
CJ Alexander,3B,ATH,2025,,35+,Med,28.7,30,40,50,45,"The Athletics claimed Alexander off waivers in September after the Royals released him following a four-game cameo for their big league club. Alexander posted a .302/.361/.559 slash line along with 52 extra base hits in 411 trips to the plate against Triple-A pitching in 2024. His approach, which is heavy on chase (34% in 2024) and light on walks (8% career walk rate), limits how much his hit tool will play at the major league level, but his ability to tap into his juice in games and to handle multiple corner defensive positions is enough to provide up/down utility."
Felix Morrobel,SS,LAA,2029,,35+,High,19.5,40,40,45,45,"Morrobel is a toolsy developmental shortstop prospect who signed for just shy of a million bucks in 2023. Stocky and physically mature, Morrobel's rocket arm strength is what gives him a shot to stay at short even if he continues to fill out more and slows down a bit. He's capable of sizzling the baseball to first base from deep in the hole, and his arm could compensate for what might be below-average range during the bulk of his career, but like most aspects of his game, he is often playing a bit out of control. 
On offense, Morrobel swings with impressive bat speed from both sides of the plate, but it takes him a ton of effort to generate it. He managed to keep his K rate down to an inspiringly low 12.9% in 2024 as he slashed .308/.400/.327 with as many walks as strikeouts for the Angels' complex affiliate. Visual evaluation of his breaking ball recognition suggests there is a regression coming in this area, and Morrobel might be a chase-prone hitter as he climbs. His lefty swing has a downward-cutting bat path that looks rather ineffectual, and indeed Morrobel averaged a negative launch angle in 2024 (-3.9 degrees); he'll likely require a swing change at some point if he's going to make any sort of impact contact. You can clearly see why Morrobel got the signing bonus he did, but at this stage, he's much more of a toolsy dev project than an ascendant everyday shortstop."
Francisco Vilorio,RF,NYY,2030,,35+,High,18.4,35,40,55,50,"Vilorio signed for $1.75 million in January of 2024 as a power-hitting outfield prospect of considerable size. He had a strikeout-prone pro debut, K'ing about 33% of the time in the DSL. Vilorio's physical prowess is sufficient to keep him on the main section of the prospect list despite his red flag contact performance, though his grade has obviously dropped way below his pre-signing 40+ FV mark. Vilorio's hands are still incredibly powerful, and he shows feel for all-fields contact when he's able to put his bat on the ball. A tendency to chase exacerbated his issues last year. He needs to show improvement in this area in 2025 to stay on here."
Logan Samuels,SP,ATL,2028,,35+,High,23.1,,,,,"Samuels is an interesting dev project from Division-II Montevallo because he's able to create a tough horizontal split between his two-planed slider and changeup. These two pitches have above-average movement that, given Samuels' small-school background, has yet to be fully harnessed. In the lone pro inning that Samuels threw after the draft, his fastball was sitting four ticks harder than it had been when he was pitching in March, the only data point I have for him as an amateur. He presents a fairly typical look athletically and mechanically, has room to fill out and add strength, and could conceivably throw harder yet even though he was a senior sign. Samuels never worked more than 68 innings in any single season at Montevallo, and how he responds to a pro starter's workload will be another key to his prospectdom. For now, he's a great sleeper to monitor toward the bottom of the system."
Isaiah Coupet,MIRP,COL,2027,,35+,Med,22.5,,,,,"Coupet is a low-slot lefty with a huge breaking ball who struck out 12.45 per 9 IP across a career-high 86 innings in 2024. He never worked more than 64 innings at Ohio State and struggled with walks as an underclassman, but he's thrown enough strikes the last two years to merit development as a starter. Another potential barrier: Coupet has a fastball that only sits about 90 mph. His two breaking balls are both fantastic, especially his tight, low-80s slider, which Coupet commands to the glove side with consistency. He can subtract velocity and bend in a nasty mid-70s curveball, which is a good first-pitch weapon against righties, but Coupet's arm slot, plus his lack of velocity or a changeup, make him otherwise vulnerable to significant platoon splits. He's likely a bulk reliever who specializes in lefties."
Leonardo Pineda,CF,TBR,2030,,40,Med,17.9,40,40,45,60,"Pineda signed for $1.75 million in January of 2024 and had a solid pro debut, posting a .253/.378/.364 line and a 109 wRC+ in the DSL. He has good looking bat speed and mature power, but he is a smaller-framed player who lacks big long-term strength projection. Pineda runs and throws well, and is a virtual lock to stay in center field as he matures, in part because it's tough to envision him outgrowing the position. Scouts also like how hard he plays. Pineda's contact performance in his debut season is a little scary (70% contact in the DSL), but he remains a higher-profile complex-level follow for 2025."
Wilmer Flores,MIRP,DET,2025,,35+,Med,24.1,,,,,"Born in Venezuela and signed out of an Arizona junior college, the brother of the other Wilmer Flores (seriously) stomped onto the prospect radar throughout the 2021 season, which he wrapped peaking in the 97-98 mph range with a hammer breaking ball in the Arizona Fall League. His health and stuff have waxed and waned since then, including again during the spring of 2025. Flores sat mostly 92-94 in 2023, then his velo was up in the 95-97 range again when he was moved to the bullpen at the start of 2024 before he was shut down for several months with an AC joint sprain in his shoulder. When he returned late in the year, his stuff had backed up into the low-90s. He elected free agency after the season and re-signed with Detroit on a minor league deal, but his shoulder has been a persistent enough issue that he needed a PRP injection in January and will begin 2025 on the shelf. 
Healthy Flores has a power fastball and two good breaking balls — a spike curveball and a cutter — which briefly made him a Top 100 prospect after his scintillating 2022 season. His injury history has not always featured arm stuff; for instance, he dealt with a hamstring issue in 2023. Though mostly a bounce-back candidate at this point, peak Flores was nasty enough for him to retain some prospect clout."
Riley Martin,SIRP,CHC,2025,,35+,Med,27,,,,,"Martin has the look of a good lefty reliever thanks to his fantastic breaking stuff, but he badly needs to rein in his control if he's going to be a consistent part of a big league bullpen. He has two really nasty breakers in the low-80s with tight movement and bat-missing depth. His heater has enough carry to keep it above barrels despite pedestrian velocity. The ingredients for a rock solid mid-game southpaw option are here, it's just that Martin has had several consecutive years of walk rates in the teens or worse. He failed to improve enough in 2024, his 40-man platform year, to be added. Martin is a near-term change of scenery candidate with good enough stuff to hang on the bottom of the list even though he's approaching 27."
Tytus Cissell,SS,ARI,2029,,35+,High,19,40,40,45,55,"Cissell was a skinny-as-a-rail, switch-hitting infield prospect who added something like 20 pounds of muscle between his junior and senior years of high school. He broke out at 2024's Super 60 preseason indoor event, which often features Midwest and cold weather prospects. He was scouted more heavily during the spring, and then had a great 2024 Draft Combine performance. He has capable pro swings from both sides of the plate, with the right-handed one producing more raw power but inferior contact rates to Cissell's classic, low-ball lefty stroke. He's an above-average athlete and runner (he ran a 3.65 30-yard dash at the Combine) who came to the infield relatively late, and played a lot of second base and center field for the Royals' high school scout team. He's a dev project on defense who might end up backing into rare versatility at multiple up-the-middle positions. This is a seemingly late-blooming sleeper who got $800,000 to eschew a commitment to Missouri."
Djean Macares,CF,SFG,2031,,35+,High,16.9,55,55,40,50,"Macares is a stocky, contact-oriented outfield prospect with a fairly mature build. He was the best hitter at the WBSC's U-18 European Championships, where he whiffed just twice in 39 swings. His cut is usually on time to pull the ball and is geared for lift. Macares doesn't have big raw juice or physical projection, and he may instead be a table-setter type of hitter in a part-time outfield role."
Myles Naylor,3B,ATH,2028,,35+,High,20,40,40,50,40,"Naylor had a lackluster offensive season in 2024, posting an OPS of just .643 while punching out at a 35% rate. Even more of a red flag, Naylor also carried a 35% in-zone swing-and-miss rate on the year, which speaks to his inability to manipulate the barrel to cover multiple quadrants. Naylor’s bat speed still warrants above-average marks, but a stiff lower half hinders his ability to rotate explosively and forces him to use only his hands to move the barrel around. On the defensive side, Naylor has been playing shortstop. His hands are soft, but again, stiffness in Naylor's lower body hinders his mobility and range; ideally, he'll improve in this area while he's still feasibly young enough to do so."
Bryan Martinez,RF,LAA,2029,,35+,High,19.3,40,45,55,40,"A sweet-swinging first base and corner outfield prospect (who got some third base reps in 2023), Martinez experienced a sizable offensive uptick in his second DSL season, slashing .275/.391/.394 with 11 extra-base hits in 45 games in 2024. He has a gorgeous lefty swing with beautiful fluidity and loft, and there's a chance that Martinez will clear the relatively high bar for raw power at the corner positions depending on how his body develops. He's swinging and missing a little too much to be a high-value prospect, but a relatively strong visual report has Martinez on the radar."
Richard Matic,3B,NYY,2030,,35+,High,17.7,40,45,55,30,"Matic, who signed for $850,000 last January, didn't have a very good pro debut, but he was just 16 for all but the last few weeks of the 2024 DSL season, and he holds serve as a notable young prospect near the bottom of New York's list. His swing is too ferocious to dismiss Matic even though he just hit .196 at the lowest level. Matic's underlying contact data is closer to average, but he's too passive a hitter and runs a ton of deep counts simply because he rarely swings. Matic has a young edge rusher's build and has uncommon athleticism for a player his size. He has a shot to stay at third base even though players his size tend not to. A 2025 bounce-back candidate, Matic needs to improve in his second DSL go around to stay on here."
Kadon Morton,SIRP,ATL,2026,,35+,High,24.4,,,,,"Drafted as a high school outfielder in 2019, Morton flamed out as a hitter in 2023 and switched to pitching in 2024. He began the season as a piggyback starter, then moved to the bullpen in late July and worked an inning or two at a time for the rest of the year, accumulating 47.1 total innings. Morton allowed runs in just two of the 10 games he pitched out of the bullpen late in the season, though in each of those he allowed five. 
The raw material Atlanta has to work with here is very, very exciting, and even though Morton wasn't throwing all that hard immediately upon conversion, the potential for growth in this area is substantial because of how gorgeous his delivery is. This is an elite athletic mover on the mound. He has one of the more picturesque deliveries you'll see, and generates seven feet of extension. Morton's fastball features slightly above-average ride and his slider, which generated a 47% miss rate in 2024, has nice two-planed shape. This is still more of an aggressive, somewhat speculative way to line Morton up in this system because he's an A-ball conversion arm with a bloated ERA, but the way this guy moves invites one to dream on his stuff."
Kade Strowd,SIRP,BAL,2025,,35+,Med,27.5,,,,,"Strowd is a cutter-heavy kitchen sink reliever whose high-effort delivery compromises his ability to command the ball. Strowd's whole-body delivery only has a modicum of consistency because of how short his arm action is. He'll reach back for 97-98 with his fastball, but hr tends to favor his low-90s cutter early in counts and use his fastball as a chase pitch. Off of that he has a mid-80s curveball and upper-80s changeup, both of which flash plus. Strowd spikes a ton of non-competitive pitches and, even though he generated a ton of swinging strikes against Triple-A hitters, he's carried an elevated ERA. He needs to find another level of control to be rostered, but his stuff is too nasty to omit from the list."
Ryan Ritter,SS,COL,2027,,35+,Med,24.4,30,30,40,50,"Ritter is a flashy but inconsistent shortstop defender who had a 24 home run/20 stolen season in 2023 (though keep in mind, he was an SEC alum in the Cal League). Ritter produced more modestly in 2024 — .270/.370/.403 with a .353 BABIP — but that was still good for a 126 wRC+ in the Eastern League. Ritter does some acrobatic stuff at shortstop but, even at age 24, he needs technical polish. He's well-built and mobile enough to continue to develop at short, but a lot of what he does there takes a little too long, and scouts' opinions of Ritter's defense are all over the map. Ritter has good power for a middle infielder but looming issues against sliders, including ones that finish in the zone, have me stopping short of projecting him for enough offense to be a good team's utilityman. Instead, he's a bottom-of-the-40-man type whose athletic longevity and power should keep him in that area for a while."
T.J. Nichols,MIRP,TBR,2027,,40,Med,22.8,,,,,"Nichols was a good college starter at Arizona and has been deployed as a starter so far in pro ball, but his fastball's ""round down"" elements (like the pitch's plane and its mild amount of sink) don't really allow it to miss bats, and his command also detracts from its effectiveness. Nichols is talented, however. He throws hard (94-97 for the last three seasons) and has a nasty two-plane slider that appeared to be more sweeper-y in 2024, as well as a changeup that could improve because of his delivery's arm speed. Especially after a successful first full pro season in the rotation — 71.1 IP, 1.21 WHIP, 22.9% K%, 7.6% BB% — he merits development as a starter, but realistically, Nichols projects as a good middle reliever."
Paul Wilson,SP,DET,2028,,35+,Med,20.3,,,,,"Wilson, who signed for just shy of $1.7 million in 2023, had a rough pro debut in 2024, as he walked a batter per inning and had an ERA over 6.00 on the Florida complex roster. It was a surprise considering Wilson seemed like one of the more advanced prep pitchers in the 2023 draft class. In addition to being quite wild, Wilson's velocity was down from the 92-94 mph range he showed in high school and was more often in the upper-80s. His curveball still has lovely depth and 12-to-6 shape, while his low-80s slider is less dynamic. Wilson is purely in the bounce-back category at this point. He seemed like a potential no. 4/5 starter in high school but looked like a non-prospect in 2024."
Nick Dean,MIRP,CHC,2027,,35+,High,24.3,,,,,"Dean had a roller coaster career at Maryland, as he dealt with lingering forearm issues and got knocked around as an upperclassman. He was the Cubs' 19th round pick in 2023 and pitched at both of the team's A-ball affiliates in 2024 as a 23-year-old. He covered just over 90 innings and struck out 23% of the batters he faced. His medium frame is still thin with room for additional weight, but it’s not an overly athletic operation, so no substantial velocity gains should be expected regardless of the role Dean is working in. Dean is now working with two breaking balls, a vertical mid-70s curveball with significant depth that will flash average bite and a slider with sweeper-style break. The curveball looks to have a better chance of being an average offering for him in the future, while the slider looks bound to be fringy. The headliner in Dean’s mix is a low-80s changeup that he throws with serious conviction, and that features late depth and sink that plays well off of the running action of his fastball. This changeup will get outs at the big league level and should spearhead a bulk relief role."
Ivan Luciano,C,ARI,2030,,35+,High,18.3,50,40,45,40,"Luciano, a Puerto Rican catcher who was committed to Miami of Ohio, signed for just shy of $1 million as the final of Arizona's four picks in the first two rounds of the 2024 draft. He was a young-for-the-class catcher with a great looking swing. Luciano's whole body is well-connected throughout his swing, and his hands work with natural loft and impressive thump for a hitter his age. He's shown feel for tucking his hands in to handle pitches on the inner half of the plate, though Luciano wasn't a showcase fixture and until postseason developmental activity in Arizona, he just hadn't seen very much pro-quality pitching. As you can imagine, this extends to Luciano's defense, which is sushi raw. He has above-average arm strength but needs to improve his accuracy. The rest of Luciano's defense is in its infancy, but he only turned 18 a few days before Thanksgiving 2024, so that's totally fine. He's a slow-developing catcher prospect with uncommon offensive upside."
Yohendry Sanchez,C,SFG,2030,,35+,Med,18.4,30,,45,20,"Sanchez barely played in his first pro season. He signed for just shy of $1.4 million in January of 2024, got underway in the DSL in June, was active for three weeks, and then was shut down for undisclosed reasons for the rest of the year.  His amateur report is carrying the freight here. He is a viable defensive catcher prospect (his arm strength is better than his receiving right now) with above-average power for a hitter his age. There are scouts who think he'll develop truly plus raw power at peak and others who think he's more or less maxed out (including your author). He's a developmental prospect at a premium position."
Yunior Tur,SIRP,ATH,2026,,35+,Med,25.6,,,,,"Tur, 25, is a Cuban righty with a riding mid-90s fastball. He got his walks down to a workable level in 2024 while throwing a career high 90.1 frames, albeit as a very old Low-A pitcher. Tur controls his 6-foot-6 frame well and his mid-90s fastball can bully hitters up in the zone. His upper-80s splitter will flash plus, while his breaking ball is still very inconsistent and easy to identify out of his hand. There’s a chance something clicked for Tur in 2024, and he’s someone to keep a close eye on in 2025."
Austin Gordon,SP,LAA,2028,,35+,Med,21.8,,,,,"Gordon began his draft year in Clemson's rotation but was moved to the closer role toward the end of March. He stretched out to five innings (and struck out 10) again at the very end of the season for a postseason game against Florida, and at his size (a wispy, loose 6-foot-5), there's a chance he can be stretched out again in pro ball. Gordon sat 95 as a reliever and 92 as a starter in 2024, and his mid-80s slider is his secondary weapon of choice, with a slower curveball occupying most of the rest of his repertoire. He has a collection of average pitches, with great long-term physical projection for a college prospect. There are many developmental avenues that Gordon's career might take, but he's pretty likely to wind up a lower-leverage member of a pitching staff pretty quickly."
Antonio Gomez,C,NYY,2026,,35+,Low,23.4,20,30,30,30,"Gomez has an elite arm and will consistently pop below 1.8 seconds on throws to the bag. He also has power, slashing .241/.329/.419 with a 50% hard-hit rate at mostly High-A Hudson Valley after he returned from injury in the middle of the 2024 season. Gomez still has serious pitch recognition and bat control issues that will limit his offensive output. He's also still not a very good ball-blocker, and for all his other merits on defense, this is still a pretty serious issue. If/when Gomez improves that issue, he'll have a glove-first backup profile. Until then, he's more on the 40-man fringe as a third catcher type."
Jorge Juan,SIRP,ATL,2025,,35+,Med,26.1,,,,,"Juan was once a very young and inexperienced addition to Oakland's 40-man roster, but he struggled to stay healthy and (later on) to throw strikes. He was released and re-signed in 2022, then elected free agency after the 2023 season and signed with Atlanta. The 6-foot-8 righty found slightly better control than he had in 2023, walking ""only"" 15.8% of opponents at Double-A in 2024. Juan then pitched for the Dominican Republic in the Premier12 tournament and then in the Puerto Rican winter league. He held his stuff that entire time, and was still sitting 94-99 during that span. 
Juan is enormous, but he's a short-strider who generates much less extension than you'd expect from a pitcher this big. He tends to be relatively upright at release, which gives his pitches the steep plane of a runaway truck ramp. This most benefits Juan's power breaking ball, which doesn't pop out of his hand in an identifiable way. Juan's size, arm strength, and breaking ball performance give him a shot to break into a big league bullpen as a late-bloomer."
Braylen Wimmer,SS,COL,2028,,35+,Low,24.3,30,35,40,45,"It's fair to be skeptical of Wimmer's 2024 Low-A performance — .285/.362/.435, 14 home runs, 34 stolen bases — both because of his age and his big school background, but his ability at shortstop is a constant that will play at every level. He has poise, grace, good hands, and plenty of arm. Expect Wimmer's strikeouts to climb as he traverses the minors; he lacks bat control but has enough power to be dangerous against pitches down and in. It should be enough offense for Wimmer to play a bench infield role."
Ben Peoples,SIRP,TBR,2026,,40,Med,23.9,,,,,"Peoples is a whippy-armed righty who signed for $350,000 back in 2019 rather than go to Xavier. He has been developed as a starter since entering pro ball, but he's struggled enough with his control to invite a projection to the bullpen, especially now that his 40-man platform year has come and gone. Peoples carried a 1.16 WHIP and 3.42 ERA across 12 2024 Double-A starts before he was shut down with an injury in mid-June and didn't pitch the rest of the season. He has looked healthy during 2025 Cactus League play, as Peoples has been sitting in his usual 93-96 mph range coming out of the bullpen. 
A loose, fluid athlete with a beautiful arm stroke, Peoples' arm action was shortened in 2023, but he's still had trouble throwing strikes. He creates near perfect backspinning action on his fastball, which lives above the zone, and off of that Peoples tries to drop hard, upper-80s slider/cutters into the top of the box. He lacks a plus secondary weapon right now, but his changeup looked good in limited 2024 action, and that pitch might have another gear with time and increased usage. We're betting on Peoples' athleticism and delivery here, and still think he has a future as a fastball-heavy up/down reliever who has a chance to entrench himself in a more regular big league role if one of his secondary pitches improves."
Carson Rucker,3B,DET,2029,,35+,High,20.6,40,40,50,40,"Rucker's pro career hasn't been able to get off the ground, as the high school draftee only played during 2024 extended spring training and a couple of FCL games before he tore his right labrum sliding into a base. He is a projectable infielder who was signed away from a Tennessee commitment for $772,500 in 2023. Rucker has a strong top hand that generates impressive pull power when his swing is on time, though his lever length may not always allow for that in pro ball. His present power and long-term power projection are his carrying tools, while his relatively grooved swing creates some hit tool risk that will prove more concerning if Rucker outgrows shortstop. For now, he's a raw developmental infielder with a shot to have corner-worthy power."
Derniche Valdez,SS,CHC,2029,,35+,High,19,30,40,50,60,"Valdez was one of the better infield athletes in the 2023 international class, an explosive individual with rare power for a teenage hitter his size, let alone one who is athletically capable of playing the middle infield. He signed for $2.8 million and has had a chaotic two years in rookie ball, slashing .247/.323/.488 across those two seasons amid pretty serious strikeout issues and two team-instituted suspensions for taking unannounced in-season trips back to the Dominican Republic. 
Valdez has absurd bat speed in a vacuum, not just for a player his age and size. His ball-in-play data (55% hard-hit rate, 111 mph max exit velocity, 106 mph EV90) is nutty for a teenage shortstop prospect. This kind of ability is freaky enough to keep Valdez on the main section of the list even though he otherwise has a lot of growing to do both on and off the field. He has a wreckless approach at the dish and chases a ton, which is largely why his strikeout rates are already in a red flag zone even though he's in rookie ball. It's going to be fascinating to watch this guy's career unfold because Valdez has so much talent that he'll likely keep being given opportunities even if everything about him continues to be choppy."
Junior Ciprian,SP,ARI,2029,,35+,High,19.8,,,,,"Arizona had three or four interesting DSL arms in 2024, but Ciprian is generally seen as the best of them, and he has the best present fastball by a lot. His four-seamer averaged 95 mph in 2024, featured about 20 inches of vertical break on average, and induced whiffs at a nearly elite rate. At a long-limbed 6-foot-3, there's a chance Ciprian is going to throw harder as he matures. Deployed in outings that tended to last just two or three innings, we still need to see whether Ciprian can retain this kind of fastball effectiveness across a starter's load of innings. Until then, he's a projectable young sleeper more than a true impact prospect."
Hayden Wynja,SIRP,SFG,2026,,35+,Med,26.5,,,,,"Wynja pitched at four different colleges in four years — first at Purdue, then Lincoln Trail College, South Florida, and finally Murray State — after which he was signed as an undrafted free agent in 2022. For a minute it looked like the gigantic 6-foot-9 lefty had added several ticks to his fastball, which sat 87-88 mph at Murray State, then was suddenly in the 90-92 range in 2023, but that backed up in 2024, as Wynja was once again in the upper-80s. He was still having a good year and appeared to be peaking, with multiple good, six-inning starts at the end of May, but he was shut down shortly thereafter until close to the very end of the regular season. 
Wynja's best pitch is his slider, which is very difficult to spot out of hand because it's always descending from a super high release point. That pitch alone should allow him to play an up/down lefty specialist role. If there's some late-arriving arm strength or changeup quality (which seems plausible because of his size and nomadic amateur background), then perhaps he'll be able to work toward the back of a rotation."
Nate Nankil,RF,ATH,2027,,35+,Med,22.5,50,50,40,40,"Nankil was the A’s seventh round selection out of Cal State Fullerton in 2023. His frame is lean, with room for additional strength in the coming years. He split the season between both A-ball affiliates, posting an .862 OPS with 11 homers and 39 extra-base hits. Nankil’s bat path has loft to it without sacrificing how long his bat stays in the hitting zone, but he has average bat speed. He’s limited to the corner outfield positions, where he projects to be an average defender. Because he lacks a true outlier offensive tool, he projects as an up/down role player in the future."
Carlos Espinosa,SIRP,LAA,2025,,35+,Med,23.6,,,,,"Espinosa pitched in a piggyback role with the Astros for the first two years of his pro career and then was traded to the Angels for Trey Cabbage before the start of the 2024 season. The Angels moved him to the bullpen, and Espinosa's two-plane slider became his most frequently used secondary pitch. He posted a 30.7% strikeout rate at High-A and then wrapped the year with 10 fair outings at Double-A. It looks like Espinosa is having a velo spike during winter ball in Puerto Rico. In the days before Angels list publication, he was sitting 95-98 rather than his usual 93-96. If he can sustain that into 2025, then he might seize control of a bullpen spot in perpetuity. Here he's projected as more of an up/down option due to the lack of a plus secondary pitch."
Luis Serna,SP,NYY,2027,,35+,Low,20.7,,,,,"Serna is an athletic, undersized righty who has struggled to leave the lower minors due to injuries. He suffered a shoulder injury in 2023 that limited him to just shy of 20 innings, and his 2024 ended on the full-season injured list due to elbow inflammation. Serna's low-90s fastball is very vulnerable to extra-base contact because of its lack of movement, but his secondary pitches are great. His 80 mph changeup has an amazing amount of tailing action and can get a whiff even when it finishes on the plate. He can vary the shape and speed of his slider and curveball, which aren't as nasty as Serna's changeup but survive thanks to his advanced command. He may end up as a long reliever because Serna is small, he hasn't demonstrated durability, and he needs to pitch backwards a lot of the time to shelter his fastball. The 2025 season is his 40-man evaluation year, so the Yankees might push him from Hudson Valley to Somerset at some point as a stress test for his stuff. Here he's evaluated as a low-leverage long reliever."
David McCabe,3B,ATL,2027,,35+,Med,25,45,55,55,30,"McCabe is a dangerous switch-hitter with high-effort power from both sides of the plate. He lacks a true position (he's played mostly third base as a pro, but isn't mobile enough to do so at the big league level) and will probably be a bench weapon rather than a regular starter. He slashed .276/.385/.450 with 17 bombs in 2023, then had offseason TJ and missed most of 2024 recovering; he struggled at Double-A Mississippi and in the Arizona Fall League after he returned. He's a 2025 bounce-back candidate who needs to perform on offense to remain on here."
Kyle Karros,3B,COL,2027,,35+,Med,22.7,40,50,50,30,"One of Eric's two sons in pro ball (Jared pitches in the Dodgers system), Kyle hit .276/.342/.407 at UCLA and signed for just over $430,000 in 2023. He hit .311/.390/.485 in his first full season, another of the Rockies' recent college draftees who put up monster numbers at hitter-friendly Spokane in 2024. Karros is very likely not <em>that</em> good a hitter. He's a stiff-legged athlete whose upright manner of swinging leaves him very vulnerable to secondary stuff at the bottom of the zone. Karros' carrying tool is his third base defense. He's not explosive or rangy, but he's incredibly smooth and capable of making great throws from all kinds of odd platforms. It's important for Karros to add strength to his 6-foot-5 frame, as he needs to develop power to counter a below-average contact projection. That and the introduction of other corner positions on defense are key developmental variables to watch as Karros treks toward a four corners bench role."
Jackson Lancaster,SIRP,TBR,2026,,40,Low,26,,,,,"Lancaster was a two-way junior college player for two seasons at Itawamba before he transferred to Missouri for his junior year and pretty much stuck to playing the outfield with the Tigers. Then he transferred to Louisiana Tech and played both ways again in 2022. Signed as an undrafted free agent in 2023, he is now focusing solely on pitching and has had A-ball success in two seasons. Lancaster has developed a great breaking ball in a pretty short amount of time and looks like a pretty standard lefty middle reliever. His slider is excellent and he commands it to the glove-side corner of the plate with consistency. It moves late and has tight, two-plane action that slips below the barrels of opposing lefties. Lancaster's low-90s fastball punches above its weight a bit because it features above-average vertical movement. This is a nice scouting and dev success story for the Rays, who have a future specialist on their hands conjured from an undrafted former two-way player."
Andrew Dunford,SP,DET,2029,,35+,High,20.2,,,,,"Dunford signed for just under $370,000 to eschew a commitment to Mercer. He has an exciting combination of projection (he has room for another 30-plus pounds of mass) and athleticism (big drop-and-drive delivery and hip/shoulder separation), especially for a pitching prospect this size. He only threw four innings after signing in 2023 (Dunford's fastball averaged 95 mph out of the chute) and then just a third of an inning in 2024 before he was shut down with an elbow strain, which cost him the entire year. Dunford and the Tigers have a ton of work to do on his command and breaking ball situation (he had an inconsistent curveball in high school and is basically starting from scratch in pro ball), but he was a fun mid-six-figure pull on the third day of the draft and is an important low-level prospect to monitor."
Kyle Amendt,SIRP,ARI,2026,,35+,Med,25,,,,,"Amendt is a late-blooming illusionist righty with a cut/rise fastball and a deceptive delivery. It allows his fastball to rush past hitters despite 20-grade velocity. Amendt spent two seasons at Southeastern Community College in Iowa, was a medical redshirt for his first year at Dallas Baptist, and then only worked 9.1 innings the following season. In his draft year, he struck out two batters <em>per inning</em> in 25.2 frames of relief work and went in the ninth round. Then Amendt raced all the way from High- to Triple-A in 2024, his first full pro season. He was utterly dominant at High- and Double-A before the wheels came off his strike-throwing at Reno. 
Amendt generated a 15% swinging strike rate in 2024, among the best in the org, even though his fastball sits just 88-92 mph. D-backs fans familiar with Josh Collmenter will have some idea as to how Amendt's fastball works. It often has between 17-22 inches of vertical break and a little bit of natural cut. His over-the-top trebuchet arm action hides the ball forever, and the long-levered Amendt generates nearly seven feet of extension. His fastball has been playing like a plus-plus pitch. Amendt tries to dump his curveball in the zone and then get chase above it with his fastball. He mixes in a mid-80s slider/cutter with short lateral action and very little depth. It's the pitch Amendt commands best. His command was pretty rough during his five-outing Fall League stint and keeps him down here in an up/down relief bucket even though we buy that his combo of stuff and deception is of big league quality."
